,source,target,type
3553,A652,B467,Both
3554,A373,B701,Both
3555,A837,B945,Both
3556,A206,B464,Both
3557,A453,B34,Both
3558,A394,B122,Both
3559,A502,B999,Both
3560,A997,B540,Both
3561,A87,B800,Both
3562,A603,B11,Both
3563,A138,B97,Both
3564,A885,B55,Both
3565,A572,B358,Both
3566,A83,B927,Both
3567,A866,B856,Both
3568,A407,B401,Both
3569,A115,B231,Both
3570,A25,B350,Both
3571,A674,B748,Both
3572,A482,B146,Both
3573,A138,B198,Both
3574,A483,B316,Both
3575,A703,B215,Both
3576,A818,B734,Both
3577,A166,B837,Both
3578,A645,B735,Both
3579,A144,B443,Both
3580,A145,B169,Both
3581,A976,B191,Both
3582,A496,B963,Both
3583,A160,B239,Both
3584,A137,B491,Both
3585,A986,B413,Both
3586,A32,B928,Both
3587,A334,B224,Both
3588,A777,B713,Both
3589,A158,B640,Both
3590,A903,B341,Both
3591,A571,B20,Both
3592,A343,B83,Both
3593,A11,B493,Both
3594,A254,B137,Both
3595,A399,B570,Both
3596,A446,B745,Both
3597,A533,B329,Both
3598,A497,B582,Both
3599,A608,B610,Both
3600,A607,B105,Both
3601,A668,B449,Both
3602,A582,B754,Both
3603,A461,B476,Both
3604,A41,B753,Both
3605,A752,B483,Both
3606,A79,B584,Both
3607,A410,B895,Both
3608,A368,B981,Both
3609,A853,B49,Both
3610,A710,B336,Both
3611,A503,B979,Both
3612,A497,B494,Both
3613,A579,B766,Both
3614,A299,B383,Both
3615,A363,B169,Both
3616,A889,B407,Both
3617,A821,B570,Both
3618,A762,B450,Both
3619,A449,B471,Both
3620,A465,B780,Both
3621,A720,B415,Both
3622,A666,B564,Both
3623,A894,B235,Both
3624,A348,B180,Both
3625,A722,B960,Both
3626,A93,B794,Both
3627,A27,B206,Both
3628,A41,B11,Both
3629,A732,B663,Both
3630,A369,B154,Both
3631,A67,B47,Both
3632,A684,B811,Both
3633,A49,B96,Both
3634,A878,B28,Both
3635,A510,B912,Both
3636,A144,B315,Both
3637,A779,B640,Both
3638,A469,B387,Both
3639,A757,B400,Both
3640,A43,B941,Both
3641,A976,B970,Both
3642,A161,B990,Both
3643,A480,B703,Both
3644,A972,B553,Both
3645,A750,B470,Both
3646,A274,B872,Both
3647,A46,B301,Both
3648,A567,B549,Both
3649,A277,B848,Both
3650,A772,B974,Both
3651,A212,B250,Both
3652,A187,B542,Both
3653,A37,B67,Both
3654,A440,B993,Both
3655,A978,B535,Both
3656,A19,B629,Both
3657,A506,B200,Both
3658,A959,B518,Both
3659,A204,B321,Both
3660,A73,B243,Both
3661,A121,B438,Both
3662,A238,B804,Both
3663,A582,B395,Both
3664,A485,B563,Both
3665,A608,B128,Both
3666,A896,B522,Both
3667,A484,B527,Both
3668,A220,B696,Both
3669,A467,B381,Both
3670,A723,B265,Both
3671,A28,B457,Both
3672,A784,B897,Both
3673,A547,B160,Both
3674,A944,B409,Both
3675,A568,B603,Both
3676,A502,B596,Both
3677,A430,B166,Both
3678,A615,B491,Both
3679,A328,B146,Both
3680,A665,B456,Both
3681,A959,B216,Both
3682,A234,B511,Both
3683,A589,B311,Both
3684,A665,B133,Both
3685,A287,B960,Both
3686,A1,B282,Both
3687,A840,B820,Both
3688,A13,B839,Both
3689,A541,B521,Both
3690,A603,B147,Both
3691,A621,B862,Both
3692,A310,B637,Both
3693,A425,B164,Both
3694,A636,B599,Both
3695,A135,B24,Both
3696,A776,B847,Both
3697,A401,B654,Both
3698,A530,B617,Both
3699,A256,B376,Both
3700,A307,B0,Both
3701,A293,B95,Both
3702,A263,B203,Both
3703,A520,B600,Both
3704,A704,B198,Both
3705,A685,B241,Both
3706,A696,B891,Both
3707,A152,B88,Both
3708,A752,B117,Both
3709,A604,B797,Both
3710,A426,B758,Both
3711,A159,B682,Both
3712,A763,B488,Both
3713,A920,B775,Both
3714,A930,B119,Both
3715,A202,B563,Both
3716,A703,B788,Both
3717,A212,B942,Both
3718,A580,B623,Both
3719,A365,B440,Both
3720,A870,B536,Both
3721,A335,B551,Both
3722,A764,B590,Both
3723,A288,B575,Both
3724,A306,B557,Both
3725,A429,B344,Both
3726,A414,B811,Both
3727,A598,B415,Both
3728,A697,B242,Both
3729,A122,B799,Both
3730,A384,B405,Both
3731,A269,B566,Both
3732,A753,B861,Both
3733,A575,B799,Both
3734,A655,B912,Both
3735,A484,B454,Both
3736,A846,B383,Both
3737,A302,B928,Both
3738,A154,B168,Both
3739,A232,B84,Both
3740,A839,B151,Both
3741,A745,B58,Both
3742,A398,B520,Both
3743,A846,B496,Both
3744,A317,B141,Both
3745,A381,B792,Both
3746,A138,B364,Both
3747,A545,B165,Both
3748,A383,B599,Both
3749,A258,B110,Both
3750,A415,B89,Both
3751,A751,B429,Both
3752,A979,B623,Both
3753,A42,B646,Both
3754,A773,B257,Both
3755,A29,B943,Both
3756,A4,B353,Both
3757,A876,B955,Both
3758,A663,B84,Both
3759,A949,B132,Both
3760,A642,B905,Both
3761,A270,B866,Both
3762,A712,B184,Both
3763,A421,B350,Both
3764,A524,B20,Both
3765,A656,B913,Both
3766,A831,B789,Both
3767,A486,B727,Both
3768,A128,B850,Both
3769,A871,B79,Both
3770,A573,B372,Both
3771,A66,B970,Both
3772,A597,B375,Both
3773,A135,B120,Both
3774,A422,B809,Both
3775,A782,B287,Both
3776,A304,B634,Both
3777,A696,B688,Both
3778,A842,B973,Both
3779,A814,B510,Both
3780,A822,B851,Both
3781,A154,B615,Both
3782,A176,B134,Both
3783,A262,B210,Both
3784,A125,B659,Both
3785,A26,B99,Both
3786,A479,B828,Both
3787,A710,B210,Both
3788,A24,B29,Both
3789,A883,B816,Both
3790,A552,B46,Both
3791,A830,B606,Both
3792,A817,B276,Both
3793,A196,B653,Both
3794,A664,B129,Both
3795,A896,B65,Both
3796,A951,B327,Both
3797,A105,B774,Both
3798,A11,B42,Both
3799,A994,B74,Both
3800,A799,B906,Both
3801,A429,B262,Both
3802,A724,B202,Both
3803,A17,B205,Both
3804,A614,B466,Both
3805,A61,B724,Both
3806,A15,B734,Both
3807,A716,B278,Both
3808,A539,B145,Both
3809,A987,B621,Both
3810,A297,B173,Both
3811,A931,B336,Both
3812,A502,B298,Both
3813,A99,B668,Both
3814,A158,B497,Both
3815,A762,B480,Both
3816,A10,B344,Both
3817,A248,B824,Both
3818,A318,B417,Both
3819,A913,B419,Both
3820,A698,B513,Both
3821,A69,B579,Both
3822,A544,B458,Both
3823,A471,B235,Both
3824,A987,B481,Both
3825,A745,B297,Both
3826,A456,B483,Both
3827,A355,B766,Both
3828,A616,B833,Both
3829,A363,B247,Both
3830,A405,B25,Both
3831,A129,B751,Both
3832,A78,B421,Both
3833,A179,B731,Both
3834,A964,B82,Both
3835,A585,B9,Both
3836,A156,B211,Both
3837,A0,B720,Both
3838,A963,B233,Both
3839,A242,B278,Both
3840,A226,B201,Both
3841,A649,B222,Both
3842,A267,B356,Both
3843,A404,B802,Both
3844,A181,B624,Both
3845,A860,B618,Both
3846,A987,B843,Both
3847,A98,B965,Both
3848,A104,B257,Both
3849,A828,B391,Both
3850,A522,B654,Both
3851,A229,B508,Both
3852,A227,B475,Both
3853,A738,B625,Both
3854,A783,B831,Both
3855,A986,B451,Both
3856,A742,B954,Both
3857,A783,B43,Both
3858,A168,B996,Both
3859,A731,B929,Both
3860,A397,B891,Both
3861,A940,B679,Both
3862,A627,B867,Both
3863,A412,B298,Both
3864,A470,B398,Both
3865,A835,B998,Both
3866,A439,B872,Both
3867,A736,B419,Both
3868,A329,B189,Both
3869,A121,B906,Both
3870,A944,B480,Both
3871,A681,B684,Both
3872,A329,B269,Both
3873,A478,B185,Both
3874,A865,B66,Both
3875,A402,B914,Both
3876,A336,B285,Both
3877,A832,B977,Both
3878,A633,B650,Both
3879,A583,B17,Both
3880,A559,B287,Both
3881,A371,B433,Both
3882,A137,B382,Both
3883,A254,B909,Both
3884,A793,B444,Both
3885,A214,B150,Both
3886,A965,B370,Both
3887,A622,B897,Both
3888,A0,B36,Both
3889,A36,B743,Both
3890,A630,B802,Both
3891,A813,B2,Both
3892,A868,B870,Both
3893,A531,B271,Both
3894,A235,B216,Both
3895,A823,B888,Both
3896,A688,B510,Both
3897,A13,B558,Both
3898,A342,B788,Both
3899,A450,B240,Both
3900,A72,B669,Both
3901,A305,B746,Both
3902,A289,B200,Both
3903,A638,B882,Both
3904,A132,B478,Both
3905,A59,B60,Both
3906,A17,B727,Both
3907,A875,B974,Both
3908,A760,B983,Both
3909,A286,B677,Both
3910,A996,B376,Both
3911,A387,B470,Both
3912,A363,B856,Both
3913,A810,B537,Both
3914,A712,B601,Both
3915,A717,B488,Both
3916,A809,B497,Both
3917,A141,B751,Both
3918,A802,B67,Both
3919,A109,B706,Both
3920,A768,B584,Both
3921,A716,B13,Both
3922,A635,B498,Both
3923,A848,B176,Both
3924,A787,B636,Both
3925,A226,B634,Both
3926,A334,B689,Both
3927,A19,B949,Both
3928,A495,B748,Both
3929,A642,B456,Both
3930,A133,B308,Both
3931,A424,B20,Both
3932,A942,B812,Both
3933,A442,B606,Both
3934,A155,B951,Both
3935,A239,B229,Both
3936,A199,B465,Both
3937,A534,B784,Both
3938,A822,B761,Both
3939,A395,B328,Both
3940,A424,B347,Both
3941,A788,B352,Both
3942,A922,B632,Both
3943,A632,B64,Both
3944,A845,B940,Both
3945,A431,B6,Both
3946,A548,B922,Both
3947,A706,B368,Both
3948,A671,B812,Both
3949,A850,B875,Both
3950,A142,B810,Both
3951,A668,B624,Both
3952,A889,B799,Both
3953,A157,B504,Both
3954,A379,B76,Both
3955,A578,B961,Both
3956,A258,B938,Both
3957,A312,B686,Both
3958,A199,B408,Both
3959,A532,B96,Both
3960,A233,B249,Both
3961,A165,B748,Both
3962,A230,B406,Both
3963,A85,B70,Both
3964,A599,B609,Both
3965,A450,B608,Both
3966,A592,B374,Both
3967,A439,B182,Both
3968,A634,B204,Both
3969,A844,B358,Both
3970,A329,B806,Both
3971,A724,B440,Both
3972,A696,B241,Both
3973,A775,B261,Both
3974,A622,B438,Both
3975,A108,B890,Both
3976,A526,B994,Both
3977,A364,B300,Both
3978,A558,B55,Both
3979,A699,B97,Both
3980,A677,B310,Both
3981,A458,B362,Both
3982,A256,B910,Both
3983,A998,B739,Both
3984,A570,B996,Both
3985,A776,B905,Both
3986,A316,B57,Both
3987,A253,B495,Both
3988,A727,B792,Both
3989,A342,B39,Both
3990,A547,B56,Both
3991,A282,B786,Both
3992,A294,B795,Both
3993,A366,B362,Both
3994,A982,B267,Both
3995,A167,B391,Both
3996,A494,B710,Both
3997,A139,B989,Both
3998,A379,B607,Both
3999,A701,B597,Both
4000,A92,B258,Both
4001,A906,B731,Both
4002,A769,B851,Both
4003,A869,B753,Both
4004,A857,B669,Both
4005,A31,B921,Both
4006,A613,B355,Both
4007,A156,B710,Both
4008,A667,B330,Both
4009,A264,B888,Both
4010,A993,B377,Both
4011,A403,B484,Both
4012,A673,B112,Both
4013,A742,B678,Both
4014,A755,B351,Both
4015,A475,B284,Both
4016,A717,B163,Both
4017,A878,B716,Both
4018,A856,B658,Both
4019,A319,B666,Both
4020,A823,B52,Both
4021,A409,B222,Both
4022,A1,B846,Both
4023,A444,B105,Both
4024,A544,B437,Both
4025,A341,B88,Both
4026,A133,B296,Both
4027,A816,B345,Both
4028,A757,B501,Both
4029,A433,B766,Both
4030,A109,B612,Both
4031,A163,B739,Both
4032,A462,B91,Both
4033,A82,B40,Both
4034,A511,B823,Both
4035,A665,B247,Both
4036,A698,B293,Both
4037,A614,B461,Both
4038,A225,B667,Both
4039,A471,B587,Both
4040,A119,B701,Both
4041,A329,B640,Both
4042,A871,B82,Both
4043,A574,B157,Both
4044,A716,B709,Both
4045,A765,B668,Both
4046,A759,B185,Both
4047,A685,B810,Both
4048,A918,B94,Both
4049,A748,B618,Both
4050,A778,B823,Both
4051,A519,B601,Both
4052,A9,B211,Both
4053,A326,B741,Both
4054,A180,B559,Both
4055,A41,B798,Both
4056,A923,B678,Both
4057,A336,B673,Both
4058,A239,B798,Both
4059,A693,B929,Both
4060,A451,B92,Both
4061,A999,B493,Both
4062,A652,B690,Both
4063,A902,B190,Both
4064,A683,B13,Both
4065,A542,B119,Both
4066,A999,B769,Both
4067,A69,B710,Both
4068,A338,B474,Both
4069,A647,B557,Both
4070,A212,B787,Both
4071,A711,B598,Both
4072,A311,B261,Both
4073,A489,B478,Both
4074,A489,B391,Both
4075,A422,B335,Both
4076,A342,B196,Both
4077,A221,B109,Both
4078,A385,B289,Both
4079,A796,B999,Both
4080,A156,B297,Both
4081,A28,B898,Both
4082,A637,B201,Both
4083,A276,B456,Both
4084,A21,B744,Both
4085,A51,B950,Both
4086,A118,B646,Both
4087,A494,B901,Both
4088,A190,B484,Both
4089,A976,B704,Both
4090,A833,B859,Both
4091,A873,B524,Both
4092,A452,B563,Both
4093,A706,B927,Both
4094,A392,B126,Both
4095,A130,B419,Both
4096,A181,B615,Both
4097,A387,B557,Both
4098,A728,B530,Both
4099,A989,B875,Both
4100,A720,B102,Both
4101,A714,B377,Both
4102,A296,B321,Both
4103,A223,B878,Both
4104,A981,B619,Both
4105,A769,B945,Both
4106,A677,B158,Both
4107,A339,B302,Both
4108,A353,B406,Both
4109,A396,B228,Both
4110,A684,B262,Both
4111,A303,B661,Both
4112,A25,B539,Both
4113,A850,B325,Both
4114,A61,B209,Both
4115,A176,B51,Both
4116,A580,B346,Both
4117,A478,B481,Both
4118,A925,B505,Both
4119,A937,B508,Both
4120,A690,B519,Both
4121,A461,B372,Both
4122,A62,B595,Both
4123,A25,B800,Both
4124,A155,B278,Both
4125,A977,B125,Both
4126,A264,B945,Both
4127,A261,B642,Both
4128,A921,B677,Both
4129,A715,B218,Both
4130,A311,B277,Both
4131,A314,B212,Both
4132,A499,B694,Both
4133,A209,B733,Both
4134,A459,B75,Both
4135,A916,B762,Both
4136,A963,B841,Both
4137,A557,B840,Both
4138,A54,B381,Both
4139,A897,B360,Both
4140,A500,B315,Both
4141,A539,B397,Both
4142,A894,B854,Both
4143,A287,B484,Both
4144,A666,B704,Both
4145,A172,B472,Both
4146,A135,B61,Both
4147,A428,B65,Both
4148,A663,B256,Both
4149,A135,B51,Both
4150,A348,B535,Both
4151,A436,B93,Both
4152,A529,B244,Both
4153,A739,B532,Both
4154,A444,B815,Both
4155,A695,B933,Both
4156,A119,B191,Both
4157,A704,B752,Both
4158,A879,B697,Both
4159,A460,B353,Both
4160,A817,B633,Both
4161,A214,B121,Both
4162,A230,B982,Both
4163,A292,B76,Both
4164,A980,B749,Both
4165,A314,B991,Both
4166,A37,B370,Both
4167,A40,B275,Both
4168,A308,B625,Both
4169,A623,B158,Both
4170,A785,B783,Both
4171,A701,B477,Both
4172,A716,B182,Both
4173,A816,B517,Both
4174,A104,B17,Both
4175,A487,B930,Both
4176,A124,B33,Both
4177,A974,B927,Both
4178,A267,B901,Both
4179,A12,B378,Both
4180,A69,B219,Both
4181,A370,B607,Both
4182,A112,B579,Both
4183,A78,B831,Both
4184,A136,B397,Both
4185,A68,B248,Both
4186,A298,B518,Both
4187,A713,B202,Both
4188,A738,B615,Both
4189,A736,B195,Both
4190,A539,B769,Both
4191,A845,B285,Both
4192,A85,B134,Both
4193,A597,B184,Both
4194,A980,B809,Both
4195,A307,B71,Both
4196,A699,B363,Both
4197,A852,B155,Both
4198,A322,B266,Both
4199,A445,B145,Both
4200,A175,B465,Both
4201,A290,B261,Both
4202,A379,B36,Both
4203,A90,B818,Both
4204,A321,B310,Both
4205,A978,B125,Both
4206,A186,B88,Both
4207,A734,B741,Both
4208,A469,B795,Both
4209,A63,B80,Both
4210,A637,B226,Both
4211,A429,B790,Both
4212,A409,B593,Both
4213,A378,B743,Both
4214,A944,B216,Both
4215,A762,B973,Both
4216,A372,B986,Both
4217,A742,B978,Both
4218,A480,B922,Both
4219,A611,B87,Both
4220,A775,B414,Both
4221,A452,B246,Both
4222,A764,B82,Both
4223,A98,B476,Both
4224,A469,B251,Both
4225,A509,B402,Both
4226,A773,B505,Both
4227,A965,B331,Both
4228,A910,B272,Both
4229,A304,B921,Both
4230,A437,B620,Both
4231,A422,B271,Both
4232,A409,B68,Both
4233,A879,B33,Both
4234,A827,B595,Both
4235,A848,B244,Both
4236,A905,B454,Both
4237,A861,B203,Both
4238,A631,B11,Both
4239,A946,B247,Both
4240,A390,B789,Both
4241,A652,B470,Both
4242,A425,B850,Both
4243,A953,B68,Both
4244,A140,B352,Both
4245,A452,B188,Both
4246,A517,B308,Both
4247,A932,B634,Both
4248,A97,B680,Both
4249,A277,B647,Both
4250,A442,B139,Both
4251,A214,B963,Both
4252,A595,B204,Both
4253,A181,B500,Both
4254,A763,B247,Both
4255,A596,B270,Both
4256,A84,B271,Both
4257,A717,B524,Both
4258,A404,B582,Both
4259,A46,B594,Both
4260,A749,B971,Both
4261,A997,B309,Both
4262,A785,B289,Both
4263,A6,B944,Both
4264,A57,B610,Both
4265,A347,B402,Both
4266,A537,B883,Both
4267,A440,B326,Both
4268,A918,B481,Both
4269,A890,B394,Both
4270,A817,B56,Both
4271,A263,B768,Both
4272,A538,B891,Both
4273,A872,B291,Both
4274,A742,B537,Both
4275,A26,B170,Both
4276,A278,B292,Both
4277,A538,B244,Both
4278,A512,B9,Both
4279,A914,B593,Both
4280,A672,B182,Both
4281,A380,B401,Both
4282,A694,B65,Both
4283,A452,B172,Both
4284,A471,B871,Both
4285,A552,B299,Both
4286,A372,B492,Both
4287,A655,B130,Both
4288,A890,B499,Both
4289,A402,B83,Both
4290,A713,B862,Both
4291,A733,B925,Both
4292,A116,B621,Both
4293,A283,B639,Both
4294,A947,B914,Both
4295,A957,B20,Both
4296,A729,B70,Both
4297,A933,B840,Both
4298,A660,B528,Both
4299,A222,B125,Both
4300,A693,B626,Both
4301,A422,B440,Both
4302,A859,B734,Both
4303,A159,B42,Both
4304,A11,B129,Both
4305,A928,B720,Both
4306,A401,B62,Both
4307,A8,B431,Both
4308,A326,B177,Both
4309,A509,B205,Both
4310,A858,B746,Both
4311,A173,B719,Both
4312,A603,B870,Both
4313,A489,B648,Both
4314,A217,B622,Both
4315,A968,B106,Both
4316,A150,B858,Both
4317,A880,B333,Both
4318,A180,B133,Both
4319,A186,B840,Both
4320,A110,B599,Both
4321,A490,B606,Both
4322,A422,B94,Both
4323,A204,B437,Both
4324,A847,B485,Both
4325,A848,B51,Both
4326,A59,B174,Both
4327,A206,B958,Both
4328,A987,B450,Both
4329,A367,B642,Both
4330,A676,B386,Both
4331,A96,B346,Both
4332,A497,B669,Both
4333,A705,B135,Both
4334,A356,B449,Both
4335,A861,B718,Both
4336,A117,B164,Both
4337,A1,B744,Both
4338,A240,B226,Both
4339,A543,B717,Both
4340,A103,B121,Both
4341,A735,B693,Both
4342,A0,B550,Both
4343,A749,B152,Both
4344,A64,B963,Both
4345,A632,B178,Both
4346,A364,B87,Both
4347,A321,B227,Both
4348,A258,B218,Both
4349,A479,B47,Both
4350,A583,B253,Both
4351,A180,B778,Both
4352,A873,B190,Both
4353,A360,B578,Both
4354,A969,B1,Both
4355,A617,B158,Both
4356,A556,B703,Both
4357,A492,B126,Both
4358,A781,B943,Both
4359,A403,B726,Both
4360,A312,B442,Both
4361,A290,B116,Both
4362,A240,B112,Both
4363,A584,B67,Both
4364,A994,B748,Both
4365,A162,B648,Both
4366,A17,B1,Both
4367,A583,B797,Both
4368,A338,B696,Both
4369,A268,B943,Both
4370,A901,B689,Both
4371,A725,B909,Both
4372,A396,B537,Both
4373,A115,B635,Both
4374,A132,B152,Both
4375,A21,B706,Both
4376,A632,B439,Both
4377,A436,B224,Both
4378,A80,B908,Both
4379,A653,B546,Both
4380,A713,B566,Both
4381,A155,B794,Both
4382,A959,B655,Both
4383,A311,B936,Both
4384,A761,B527,Both
4385,A884,B830,Both
4386,A603,B126,Both
4387,A178,B34,Both
4388,A551,B380,Both
4389,A735,B187,Both
4390,A140,B403,Both
4391,A972,B179,Both
4392,A874,B233,Both
4393,A120,B208,Both
4394,A120,B528,Both
4395,A904,B14,Both
4396,A359,B533,Both
4397,A156,B188,Both
4398,A316,B52,Both
4399,A493,B238,Both
4400,A788,B896,Both
4401,A641,B376,Both
4402,A504,B46,Both
4403,A45,B355,Both
4404,A454,B686,Both
4405,A281,B67,Both
4406,A421,B95,Both
4407,A845,B450,Both
4408,A686,B360,Both
4409,A118,B597,Both
4410,A877,B63,Both
4411,A781,B315,Both
4412,A118,B244,Both
4413,A410,B886,Both
4414,A292,B147,Both
4415,A53,B783,Both
4416,A152,B764,Both
4417,A367,B591,Both
4418,A588,B929,Both
4419,A381,B883,Both
4420,A229,B504,Both
4421,A279,B664,Both
4422,A229,B56,Both
4423,A317,B122,Both
4424,A137,B820,Both
4425,A975,B923,Both
4426,A353,B246,Both
4427,A373,B225,Both
4428,A79,B110,Both
4429,A680,B524,Both
4430,A395,B830,Both
4431,A202,B16,Both
4432,A530,B721,Both
4433,A682,B731,Both
4434,A890,B153,Both
4435,A846,B895,Both
4436,A19,B568,Both
4437,A437,B812,Both
4438,A560,B292,Both
4439,A324,B836,Both
4440,A780,B500,Both
4441,A854,B680,Both
4442,A910,B805,Both
4443,A959,B505,Both
4444,A966,B562,Both
4445,A935,B422,Both
4446,A277,B591,Both
4447,A487,B686,Both
4448,A816,B842,Both
4449,A574,B153,Both
4450,A596,B404,Both
4451,A373,B340,Both
4452,A886,B781,Both
4453,A367,B328,Both
4454,A652,B132,Both
4455,A152,B850,Both
4456,A900,B532,Both
4457,A874,B754,Both
4458,A467,B436,Both
4459,A541,B321,Both
4460,A410,B239,Both
4461,A133,B157,Both
4462,A890,B293,Both
4463,A49,B580,Both
4464,A428,B37,Both
4465,A447,B89,Both
4466,A608,B240,Both
4467,A360,B70,Both
4468,A462,B637,Both
4469,A918,B640,Both
4470,A258,B350,Both
4471,A787,B56,Both
4472,A543,B797,Both
4473,A801,B30,Both
4474,A319,B413,Both
4475,A925,B657,Both
4476,A293,B711,Both
4477,A570,B380,Both
4478,A855,B597,Both
4479,A584,B474,Both
4480,A526,B855,Both
4481,A939,B886,Both
4482,A348,B38,Both
4483,A172,B412,Both
4484,A280,B780,Both
4485,A681,B948,Both
4486,A801,B842,Both
4487,A515,B552,Both
4488,A521,B416,Both
4489,A839,B668,Both
4490,A170,B84,Both
4491,A739,B285,Both
4492,A608,B22,Both
4493,A981,B41,Both
4494,A262,B794,Both
4495,A300,B986,Both
4496,A900,B16,Both
4497,A2,B468,Both
4498,A173,B524,Both
4499,A946,B432,Both
4500,A760,B764,Both
4501,A385,B152,Both
4502,A849,B386,Both
4503,A434,B135,Both
4504,A481,B956,Both
4505,A725,B16,Both
4506,A719,B656,Both
4507,A52,B100,Both
4508,A837,B128,Both
4509,A113,B109,Both
4510,A268,B495,Both
4511,A29,B539,Both
4512,A623,B518,Both
4513,A685,B849,Both
4514,A790,B812,Both
4515,A34,B638,Both
4516,A465,B97,Both
4517,A518,B909,Both
4518,A144,B623,Both
4519,A674,B669,Both
4520,A791,B253,Both
4521,A496,B393,Both
4522,A116,B43,Both
4523,A460,B350,Both
4524,A765,B433,Both
4525,A603,B445,Both
4526,A257,B585,Both
4527,A727,B741,Both
4528,A351,B927,Both
4529,A935,B865,Both
4530,A491,B576,Both
4531,A218,B309,Both
4532,A564,B536,Both
4533,A498,B327,Both
4534,A500,B862,Both
4535,A269,B296,Both
4536,A969,B449,Both
4537,A920,B10,Both
4538,A12,B44,Both
4539,A203,B162,Both
4540,A209,B53,Both
4541,A399,B804,Both
4542,A269,B653,Both
4543,A170,B784,Both
4544,A280,B943,Both
4545,A769,B647,Both
4546,A198,B21,Both
4547,A126,B26,Both
4548,A410,B807,Both
4549,A232,B647,Both
4550,A373,B478,Both
4551,A963,B771,Both
4552,A415,B974,Both
4553,A990,B362,Both
4554,A667,B431,Both
4555,A592,B302,Both
4556,A621,B285,Both
4557,A385,B549,Both
4558,A525,B708,Both
4559,A74,B944,Both
4560,A490,B750,Both
4561,A48,B329,Both
4562,A891,B402,Both
4563,A8,B986,Both
4564,A857,B328,Both
4565,A522,B18,Both
4566,A629,B75,Both
4567,A555,B635,Both
4568,A239,B210,Both
4569,A344,B662,Both
4570,A704,B987,Both
4571,A830,B371,Both
4572,A451,B178,Both
4573,A748,B360,Both
4574,A346,B555,Both
4575,A685,B811,Both
4576,A177,B552,Both
4577,A386,B722,Both
4578,A497,B334,Both
4579,A476,B565,Both
4580,A701,B608,Both
4581,A558,B850,Both
4582,A788,B15,Both
4583,A77,B451,Both
4584,A855,B509,Both
4585,A451,B395,Both
4586,A625,B508,Both
4587,A756,B598,Both
4588,A423,B751,Both
4589,A806,B184,Both
4590,A23,B827,Both
4591,A171,B66,Both
4592,A779,B723,Both
4593,A884,B218,Both
4594,A155,B535,Both
4595,A440,B101,Both
4596,A382,B225,Both
4597,A524,B603,Both
4598,A181,B348,Both
4599,A132,B703,Both
4600,A366,B929,Both
4601,A40,B462,Both
4602,A363,B516,Both
4603,A647,B371,Both
4604,A953,B202,Both
4605,A194,B43,Both
4606,A461,B98,Both
4607,A437,B130,Both
4608,A574,B454,Both
4609,A140,B946,Both
4610,A174,B889,Both
4611,A633,B61,Both
4612,A454,B268,Both
4613,A256,B780,Both
4614,A226,B399,Both
4615,A873,B335,Both
4616,A874,B966,Both
4617,A26,B709,Both
4618,A686,B32,Both
4619,A143,B864,Both
4620,A746,B653,Both
4621,A817,B592,Both
4622,A401,B905,Both
4623,A110,B99,Both
4624,A521,B901,Both
4625,A645,B898,Both
4626,A402,B25,Both
4627,A947,B338,Both
4628,A138,B286,Both
4629,A603,B470,Both
4630,A61,B437,Both
4631,A422,B375,Both
4632,A35,B416,Both
4633,A77,B888,Both
4634,A633,B526,Both
4635,A473,B260,Both
4636,A570,B124,Both
4637,A252,B373,Both
4638,A255,B471,Both
4639,A190,B894,Both
4640,A894,B909,Both
4641,A382,B623,Both
4642,A305,B415,Both
4643,A287,B603,Both
4644,A505,B517,Both
4645,A441,B884,Both
4646,A781,B362,Both
4647,A970,B727,Both
4648,A342,B204,Both
4649,A252,B244,Both
4650,A123,B973,Both
4651,A988,B841,Both
4652,A123,B850,Both
4653,A863,B789,Both
4654,A161,B248,Both
4655,A1,B447,Both
4656,A474,B696,Both
4657,A538,B399,Both
4658,A910,B728,Both
4659,A295,B747,Both
4660,A387,B684,Both
4661,A273,B29,Both
4662,A281,B556,Both
